항목,단위,성별,연령대,백분위,값
감마지티피,U/L,남,25~29세,25,19.1
감마지티피,U/L,남,25~29세,26,19.4
감마지티피,U/L,남,25~29세,27,19.8
감마지티피,U/L,남,25~29세,28,20.2
감마지티피,U/L,남,25~29세,29,20.5
감마지티피,U/L,남,25~29세,30,20.9
감마지티피,U/L,남,25~29세,31,21.2
감마지티피,U/L,남,25~29세,32,21.6
감마지티피,U/L,남,25~29세,33,21.9
감마지티피,U/L,남,25~29세,34,22.3
감마지티피,U/L,남,25~29세,35,22.6
감마지티피,U/L,남,25~29세,36,23
감마지티피,U/L,남,25~29세,37,23.4
감마지티피,U/L,남,25~29세,38,23.7
감마지티피,U/L,남,25~29세,39,24.1
감마지티피,U/L,남,25~29세,40,24.4
감마지티피,U/L,남,25~29세,41,24.8
감마지티피,U/L,남,25~29세,42,25.1
감마지티피,U/L,남,25~29세,43,25.5
감마지티피,U/L,남,25~29세,44,25.8
감마지티피,U/L,남,25~29세,45,26.2
감마지티피,U/L,남,25~29세,46,26.6
감마지티피,U/L,남,25~29세,47,26.9
감마지티피,U/L,남,25~29세,48,27.3
감마지티피,U/L,남,25~29세,49,27.6
감마지티피,U/L,남,25~29세,50,28
감마지티피,U/L,남,25~29세,51,28.3
감마지티피,U/L,남,25~29세,52,28.7
감마지티피,U/L,남,25~29세,53,29
감마지티피,U/L,남,25~29세,54,29.4
감마지티피,U/L,남,25~29세,55,29.8
감마지티피,U/L,남,25~29세,56,30.1
감마지티피,U/L,남,25~29세,57,30.5
감마지티피,U/L,남,25~29세,58,30.8
감마지티피,U/L,남,25~29세,59,31.2
감마지티피,U/L,남,25~29세,60,31.5
감마지티피,U/L,남,25~29세,61,31.9
감마지티피,U/L,남,25~29세,62,32.3
감마지티피,U/L,남,25~29세,63,32.6
감마지티피,U/L,남,25~29세,64,33
감마지티피,U/L,남,25~29세,65,33.3
감마지티피,U/L,남,25~29세,66,33.7
감마지티피,U/L,남,25~29세,67,34
감마지티피,U/L,남,25~29세,68,34.4
감마지티피,U/L,남,25~29세,69,34.7
감마지티피,U/L,남,25~29세,70,35.1
감마지티피,U/L,남,25~29세,71,35.5
감마지티피,U/L,남,25~29세,72,35.8
감마지티피,U/L,남,25~29세,73,36.5
감마지티피,U/L,남,25~29세,74,37.6
감마지티피,U/L,남,25~29세,75,38.7
감마지티피,U/L,남,25~29세,76,39.8
감마지티피,U/L,남,25~29세,77,41
감마지티피,U/L,남,25~29세,78,42.1
감마지티피,U/L,남,25~29세,79,43.2
감마지티피,U/L,남,25~29세,80,44.3
감마지티피,U/L,남,25~29세,81,45.4
감마지티피,U/L,남,25~29세,82,47
감마지티피,U/L,남,25~29세,83,49.2
감마지티피,U/L,남,25~29세,84,51.4
감마지티피,U/L,남,25~29세,85,53.5
감마지티피,U/L,남,25~29세,86,55.7
감마지티피,U/L,남,25~29세,87,57.9
감마지티피,U/L,남,25~29세,88,60.1
감마지티피,U/L,남,25~29세,89,62.3
감마지티피,U/L,남,25~29세,90,64.9
감마지티피,U/L,남,25~29세,91,69.1
감마지티피,U/L,남,25~29세,92,73.4
감마지티피,U/L,남,25~29세,93,77.6
감마지티피,U/L,남,25~29세,94,85.1
감마지티피,U/L,남,25~29세,95,92.9
감마지티피,U/L,남,25~29세,96,102.1
감마지티피,U/L,남,25~29세,97,126.5
감마지티피,U/L,남,25~29세,98,151
감마지티피,U/L,남,25~29세,99,175.5
감마지티피,U/L,남,25~29세,100,200
감마지티피,U/L,여,25~29세,1,4.6
감마지티피,U/L,여,25~29세,2,6.2
감마지티피,U/L,여,25~29세,3,7.8
감마지티피,U/L,여,25~29세,4,8.1
감마지티피,U/L,여,25~29세,5,8.3
감마지티피,U/L,여,25~29세,6,8.5
감마지티피,U/L,여,25~29세,7,8.6
감마지티피,U/L,여,25~29세,8,8.8
감마지티피,U/L,여,25~29세,9,8.9
감마지티피,U/L,여,25~29세,10,9.1
감마지티피,U/L,여,25~29세,11,9.3
감마지티피,U/L,여,25~29세,12,9.4
감마지티피,U/L,여,25~29세,13,9.6
감마지티피,U/L,여,25~29세,14,9.7
감마지티피,U/L,여,25~29세,15,9.9
감마지티피,U/L,여,25~29세,16,10.1
감마지티피,U/L,여,25~29세,17,10.2
감마지티피,U/L,여,25~29세,18,10.4
감마지티피,U/L,여,25~29세,19,10.5
감마지티피,U/L,여,25~29세,20,10.7
감마지티피,U/L,여,25~29세,21,10.8
감마지티피,U/L,여,25~29세,22,11
감마지티피,U/L,여,25~29세,23,11.4
감마지티피,U/L,여,25~29세,24,11.7
감마지티피,U/L,여,25~29세,25,12
감마지티피,U/L,여,25~29세,26,12.4
감마지티피,U/L,여,25~29세,27,12.7
감마지티피,U/L,여,25~29세,28,13.1
감마지티피,U/L,여,25~29세,29,13.4
감마지티피,U/L,여,25~29세,30,13.8
감마지티피,U/L,여,25~29세,31,14.1
감마지티피,U/L,여,25~29세,32,14.5
감마지티피,U/L,여,25~29세,33,14.8
감마지티피,U/L,여,25~29세,34,15.1
감마지티피,U/L,여,25~29세,35,15.5
감마지티피,U/L,여,25~29세,36,15.8
감마지티피,U/L,여,25~29세,37,16.2
감마지티피,U/L,여,25~29세,38,16.5
감마지티피,U/L,여,25~29세,39,16.9
감마지티피,U/L,여,25~29세,40,17.2
감마지티피,U/L,여,25~29세,41,17.5
감마지티피,U/L,여,25~29세,42,17.9
감마지티피,U/L,여,25~29세,43,18.2
감마지티피,U/L,여,25~29세,44,18.6
감마지티피,U/L,여,25~29세,45,18.9
감마지티피,U/L,여,25~29세,46,19.3
감마지티피,U/L,여,25~29세,47,19.6
감마지티피,U/L,여,25~29세,48,19.9
감마지티피,U/L,여,25~29세,49,20.3
감마지티피,U/L,여,25~29세,50,20.6
감마지티피,U/L,여,25~29세,51,21
감마지티피,U/L,여,25~29세,52,21.3
감마지티피,U/L,여,25~29세,53,21.7
감마지티피,U/L,여,25~29세,54,22
감마지티피,U/L,여,25~29세,55,22.3
감마지티피,U/L,여,25~29세,56,22.7
감마지티피,U/L,여,25~29세,57,23
감마지티피,U/L,여,25~29세,58,23.4
감마지티피,U/L,여,25~29세,59,23.7
감마지티피,U/L,여,25~29세,60,24.1
감마지티피,U/L,여,25~29세,61,24.4
감마지티피,U/L,여,25~29세,62,24.8
감마지티피,U/L,여,25~29세,63,25.1
감마지티피,U/L,여,25~29세,64,25.4
감마지티피,U/L,여,25~29세,65,25.8
감마지티피,U/L,여,25~29세,66,26.1
감마지티피,U/L,여,25~29세,67,26.5
감마지티피,U/L,여,25~29세,68,26.8
감마지티피,U/L,여,25~29세,69,27.2
감마지티피,U/L,여,25~29세,70,27.5
감마지티피,U/L,여,25~29세,71,27.8
감마지티피,U/L,여,25~29세,72,28.2
감마지티피,U/L,여,25~29세,73,28.5
감마지티피,U/L,여,25~29세,74,28.9
감마지티피,U/L,여,25~29세,75,29.2
감마지티피,U/L,여,25~29세,76,29.6
감마지티피,U/L,여,25~29세,77,29.9
감마지티피,U/L,여,25~29세,78,30.2
감마지티피,U/L,여,25~29세,79,30.6
감마지티피,U/L,여,25~29세,80,30.9
감마지티피,U/L,여,25~29세,81,31.3
감마지티피,U/L,여,25~29세,82,31.6
감마지티피,U/L,여,25~29세,83,32
감마지티피,U/L,여,25~29세,84,32.3
감마지티피,U/L,여,25~29세,85,32.6
감마지티피,U/L,여,25~29세,86,33
감마지티피,U/L,여,25~29세,87,33.3
감마지티피,U/L,여,25~29세,88,33.7
감마지티피,U/L,여,25~29세,89,34
감마지티피,U/L,여,25~29세,90,34.4
감마지티피,U/L,여,25~29세,91,34.7
감마지티피,U/L,여,25~29세,92,35.1
감마지티피,U/L,여,25~29세,93,35.4
감마지티피,U/L,여,25~29세,94,35.7
감마지티피,U/L,여,25~29세,95,37.1
감마지티피,U/L,여,25~29세,96,41.8
감마지티피,U/L,여,25~29세,97,47.2
감마지티피,U/L,여,25~29세,98,58.6
감마지티피,U/L,여,25~29세,99,77.5
감마지티피,U/L,여,25~29세,100,200
감마지티피,U/L,남,30~34세,1,9.6
감마지티피,U/L,남,30~34세,2,11.1
감마지티피,U/L,남,30~34세,3,11.5
감마지티피,U/L,남,30~34세,4,11.9
감마지티피,U/L,남,30~34세,5,12.3
감마지티피,U/L,남,30~34세,6,12.7
감마지티피,U/L,남,30~34세,7,13.1
감마지티피,U/L,남,30~34세,8,13.5
감마지티피,U/L,남,30~34세,9,13.9
감마지티피,U/L,남,30~34세,10,14.3
감마지티피,U/L,남,30~34세,11,14.7
감마지티피,U/L,남,30~34세,12,15.1
감마지티피,U/L,남,30~34세,13,15.5
감마지티피,U/L,남,30~34세,14,15.9
감마지티피,U/L,남,30~34세,15,16.3
감마지티피,U/L,남,30~34세,16,16.7
감마지티피,U/L,남,30~34세,17,17.1
감마지티피,U/L,남,30~34세,18,17.5
감마지티피,U/L,남,30~34세,19,17.9
감마지티피,U/L,남,30~34세,20,18.3
감마지티피,U/L,남,30~34세,21,18.7
감마지티피,U/L,남,30~34세,22,19.1
감마지티피,U/L,남,30~34세,23,19.5
감마지티피,U/L,남,30~34세,24,19.9
감마지티피,U/L,남,30~34세,25,20.2
감마지티피,U/L,남,30~34세,26,20.6
감마지티피,U/L,남,30~34세,27,21
감마지티피,U/L,남,30~34세,28,21.4
감마지티피,U/L,남,30~34세,29,21.8
감마지티피,U/L,남,30~34세,30,22.2
감마지티피,U/L,남,30~34세,31,22.6
감마지티피,U/L,남,30~34세,32,23
감마지티피,U/L,남,30~34세,33,23.4
감마지티피,U/L,남,30~34세,34,23.8
감마지티피,U/L,남,30~34세,35,24.2
감마지티피,U/L,남,30~34세,36,24.6
감마지티피,U/L,남,30~34세,37,25
감마지티피,U/L,남,30~34세,38,25.4
감마지티피,U/L,남,30~34세,39,25.8
감마지티피,U/L,남,30~34세,40,26.2
감마지티피,U/L,남,30~34세,41,26.6
감마지티피,U/L,남,30~34세,42,27
감마지티피,U/L,남,30~34세,43,27.4
감마지티피,U/L,남,30~34세,44,27.8
감마지티피,U/L,남,30~34세,45,28.2
감마지티피,U/L,남,30~34세,46,28.6
감마지티피,U/L,남,30~34세,47,29
감마지티피,U/L,남,30~34세,48,29.4
감마지티피,U/L,남,30~34세,49,29.8
감마지티피,U/L,남,30~34세,50,30.2
감마지티피,U/L,남,30~34세,51,30.6
감마지티피,U/L,남,30~34세,52,31
감마지티피,U/L,남,30~34세,53,31.4
감마지티피,U/L,남,30~34세,54,31.8
감마지티피,U/L,남,30~34세,55,32.2
감마지티피,U/L,남,30~34세,56,32.6
감마지티피,U/L,남,30~34세,57,33
감마지티피,U/L,남,30~34세,58,33.4
감마지티피,U/L,남,30~34세,59,33.8
감마지티피,U/L,남,30~34세,60,34.2
감마지티피,U/L,남,30~34세,61,34.6
감마지티피,U/L,남,30~34세,62,35
감마지티피,U/L,남,30~34세,63,35.4
감마지티피,U/L,남,30~34세,64,35.8
감마지티피,U/L,남,30~34세,65,36.4
감마지티피,U/L,남,30~34세,66,37.4
감마지티피,U/L,남,30~34세,67,38.3
감마지티피,U/L,남,30~34세,68,39.3
감마지티피,U/L,남,30~34세,69,40.2
감마지티피,U/L,남,30~34세,70,41.2
감마지티피,U/L,남,30~34세,71,42.1
감마지티피,U/L,남,30~34세,72,43.1
감마지티피,U/L,남,30~34세,73,44
감마지티피,U/L,남,30~34세,74,45
감마지티피,U/L,남,30~34세,75,46
감마지티피,U/L,남,30~34세,76,47.7
감마지티피,U/L,남,30~34세,77,49.4
감마지티피,U/L,남,30~34세,78,51.2
감마지티피,U/L,남,30~34세,79,52.9
감마지티피,U/L,남,30~34세,80,54.7
감마지티피,U/L,남,30~34세,81,56.4
감마지티피,U/L,남,30~34세,82,58.2
감마지티피,U/L,남,30~34세,83,59.9
감마지티피,U/L,남,30~34세,84,61.7
감마지티피,U/L,남,30~34세,85,63.4
감마지티피,U/L,남,30~34세,86,66.1
감마지티피,U/L,남,30~34세,87,69.3
감마지티피,U/L,남,30~34세,88,72.5
감마지티피,U/L,남,30~34세,89,75.7
감마지티피,U/L,남,30~34세,90,79.5
감마지티피,U/L,남,30~34세,91,85
감마지티피,U/L,남,30~34세,92,90.5
감마지티피,U/L,남,30~34세,93,96
감마지티피,U/L,남,30~34세,94,104.2
감마지티피,U/L,남,30~34세,95,120.2
감마지티피,U/L,남,30~34세,96,136.2
감마지티피,U/L,남,30~34세,97,152.1
감마지티피,U/L,남,30~34세,98,168.1
감마지티피,U/L,남,30~34세,99,184
감마지티피,U/L,남,30~34세,100,200
감마지티피,U/L,여,30~34세,1,4.6
감마지티피,U/L,여,30~34세,2,6.3
감마지티피,U/L,여,30~34세,3,7.9
감마지티피,U/L,여,30~34세,4,8.2
감마지티피,U/L,여,30~34세,5,8.3
감마지티피,U/L,여,30~34세,6,8.5
감마지티피,U/L,여,30~34세,7,8.6
감마지티피,U/L,여,30~34세,8,8.8
감마지티피,U/L,여,30~34세,9,9
감마지티피,U/L,여,30~34세,10,9.1
감마지티피,U/L,여,30~34세,11,9.3
감마지티피,U/L,여,30~34세,12,9.5
감마지티피,U/L,여,30~34세,13,9.6
감마지티피,U/L,여,30~34세,14,9.8
감마지티피,U/L,여,30~34세,15,10
감마지티피,U/L,여,30~34세,16,10.1
감마지티피,U/L,여,30~34세,17,10.3
감마지티피,U/L,여,30~34세,18,10.5
감마지티피,U/L,여,30~34세,19,10.6
감마지티피,U/L,여,30~34세,20,10.8
감마지티피,U/L,여,30~34세,21,11
감마지티피,U/L,여,30~34세,22,11.3
감마지티피,U/L,여,30~34세,23,11.6
감마지티피,U/L,여,30~34세,24,11.9
감마지티피,U/L,여,30~34세,25,12.3
감마지티피,U/L,여,30~34세,26,12.6
감마지티피,U/L,여,30~34세,27,13
감마지티피,U/L,여,30~34세,28,13.3
감마지티피,U/L,여,30~34세,29,13.7
감마지티피,U/L,여,30~34세,30,14
감마지티피,U/L,여,30~34세,31,14.4
감마지티피,U/L,여,30~34세,32,14.7
감마지티피,U/L,여,30~34세,33,15.1
감마지티피,U/L,여,30~34세,34,15.4
감마지티피,U/L,여,30~34세,35,15.8
감마지티피,U/L,여,30~34세,36,16.1
감마지티피,U/L,여,30~34세,37,16.5
감마지티피,U/L,여,30~34세,38,16.8
감마지티피,U/L,여,30~34세,39,17.2
감마지티피,U/L,여,30~34세,40,17.5
감마지티피,U/L,여,30~34세,41,17.9
감마지티피,U/L,여,30~34세,42,18.2
감마지티피,U/L,여,30~34세,43,18.6
감마지티피,U/L,여,30~34세,44,18.9
감마지티피,U/L,여,30~34세,45,19.3
감마지티피,U/L,여,30~34세,46,19.6
감마지티피,U/L,여,30~34세,47,20
감마지티피,U/L,여,30~34세,48,20.3
감마지티피,U/L,여,30~34세,49,20.7
감마지티피,U/L,여,30~34세,50,21
감마지티피,U/L,여,30~34세,51,21.3
감마지티피,U/L,여,30~34세,52,21.7
감마지티피,U/L,여,30~34세,53,22
감마지티피,U/L,여,30~34세,54,22.4
감마지티피,U/L,여,30~34세,55,22.7
감마지티피,U/L,여,30~34세,56,23.1
감마지티피,U/L,여,30~34세,57,23.4
감마지티피,U/L,여,30~34세,58,23.8
감마지티피,U/L,여,30~34세,59,24.1
감마지티피,U/L,여,30~34세,60,24.5
감마지티피,U/L,여,30~34세,61,24.8
감마지티피,U/L,여,30~34세,62,25.2
감마지티피,U/L,여,30~34세,63,25.5
감마지티피,U/L,여,30~34세,64,25.9
감마지티피,U/L,여,30~34세,65,26.2
감마지티피,U/L,여,30~34세,66,26.6
감마지티피,U/L,여,30~34세,67,26.9
감마지티피,U/L,여,30~34세,68,27.3
감마지티피,U/L,여,30~34세,69,27.6
감마지티피,U/L,여,30~34세,70,28
감마지티피,U/L,여,30~34세,71,28.3
감마지티피,U/L,여,30~34세,72,28.7
감마지티피,U/L,여,30~34세,73,29
감마지티피,U/L,여,30~34세,74,29.4
감마지티피,U/L,여,30~34세,75,29.7
감마지티피,U/L,여,30~34세,76,30
감마지티피,U/L,여,30~34세,77,30.4
감마지티피,U/L,여,30~34세,78,30.7
감마지티피,U/L,여,30~34세,79,31.1
감마지티피,U/L,여,30~34세,80,31.4
감마지티피,U/L,여,30~34세,81,31.8
감마지티피,U/L,여,30~34세,82,32.1
감마지티피,U/L,여,30~34세,83,32.5
감마지티피,U/L,여,30~34세,84,32.8
감마지티피,U/L,여,30~34세,85,33.2
감마지티피,U/L,여,30~34세,86,33.5
감마지티피,U/L,여,30~34세,87,33.9
감마지티피,U/L,여,30~34세,88,34.2
감마지티피,U/L,여,30~34세,89,34.6
감마지티피,U/L,여,30~34세,90,34.9
감마지티피,U/L,여,30~34세,91,35.3
감마지티피,U/L,여,30~34세,92,35.6
감마지티피,U/L,여,30~34세,93,36
감마지티피,U/L,여,30~34세,94,39.4
감마지티피,U/L,여,30~34세,95,43.2
감마지티피,U/L,여,30~34세,96,48.4
감마지티피,U/L,여,30~34세,97,57.1
감마지티피,U/L,여,30~34세,98,68
감마지티피,U/L,여,30~34세,99,95.7
감마지티피,U/L,여,30~34세,100,200
감마지티피,U/L,남,35~39세,1,10.3
감마지티피,U/L,남,35~39세,2,11.3
감마지티피,U/L,남,35~39세,3,11.8
감마지티피,U/L,남,35~39세,4,12.2
감마지티피,U/L,남,35~39세,5,12.7
감마지티피,U/L,남,35~39세,6,13.1
감마지티피,U/L,남,35~39세,7,13.5
감마지티피,U/L,남,35~39세,8,14
감마지티피,U/L,남,35~39세,9,14.4
감마지티피,U/L,남,35~39세,10,14.9
감마지티피,U/L,남,35~39세,11,15.3
감마지티피,U/L,남,35~39세,12,15.8
감마지티피,U/L,남,35~39세,13,16.2
감마지티피,U/L,남,35~39세,14,16.7
감마지티피,U/L,남,35~39세,15,17.1
감마지티피,U/L,남,35~39세,16,17.5
감마지티피,U/L,남,35~39세,17,18
감마지티피,U/L,남,35~39세,18,18.4
감마지티피,U/L,남,35~39세,19,18.9
감마지티피,U/L,남,35~39세,20,19.3
감마지티피,U/L,남,35~39세,21,19.8
감마지티피,U/L,남,35~39세,22,20.2
감마지티피,U/L,남,35~39세,23,20.6
감마지티피,U/L,남,35~39세,24,21.1
감마지티피,U/L,남,35~39세,25,21.5
감마지티피,U/L,남,35~39세,26,22
감마지티피,U/L,남,35~39세,27,22.4
감마지티피,U/L,남,35~39세,28,22.9
감마지티피,U/L,남,35~39세,29,23.3
감마지티피,U/L,남,35~39세,30,23.8
감마지티피,U/L,남,35~39세,31,24.2
감마지티피,U/L,남,35~39세,32,24.6
감마지티피,U/L,남,35~39세,33,25.1
감마지티피,U/L,남,35~39세,34,25.5
감마지티피,U/L,남,35~39세,35,26
감마지티피,U/L,남,35~39세,36,26.4
감마지티피,U/L,남,35~39세,37,26.9
감마지티피,U/L,남,35~39세,38,27.3
감마지티피,U/L,남,35~39세,39,27.7
감마지티피,U/L,남,35~39세,40,28.2
감마지티피,U/L,남,35~39세,41,28.6
감마지티피,U/L,남,35~39세,42,29.1
감마지티피,U/L,남,35~39세,43,29.5
감마지티피,U/L,남,35~39세,44,30
감마지티피,U/L,남,35~39세,45,30.4
감마지티피,U/L,남,35~39세,46,30.9
감마지티피,U/L,남,35~39세,47,31.3
감마지티피,U/L,남,35~39세,48,31.7
감마지티피,U/L,남,35~39세,49,32.2
감마지티피,U/L,남,35~39세,50,32.6
감마지티피,U/L,남,35~39세,51,33.1
감마지티피,U/L,남,35~39세,52,33.5
감마지티피,U/L,남,35~39세,53,34
감마지티피,U/L,남,35~39세,54,34.4
감마지티피,U/L,남,35~39세,55,34.8
감마지티피,U/L,남,35~39세,56,35.3
감마지티피,U/L,남,35~39세,57,35.7
감마지티피,U/L,남,35~39세,58,36.3
감마지티피,U/L,남,35~39세,59,37.2
감마지티피,U/L,남,35~39세,60,38
감마지티피,U/L,남,35~39세,61,38.9
감마지티피,U/L,남,35~39세,62,39.7
감마지티피,U/L,남,35~39세,63,40.6
감마지티피,U/L,남,35~39세,64,41.5
감마지티피,U/L,남,35~39세,65,42.3
감마지티피,U/L,남,35~39세,66,43.2
감마지티피,U/L,남,35~39세,67,44
감마지티피,U/L,남,35~39세,68,44.9
감마지티피,U/L,남,35~39세,69,45.7
감마지티피,U/L,남,35~39세,70,47
감마지티피,U/L,남,35~39세,71,48.5
감마지티피,U/L,남,35~39세,72,49.9
감마지티피,U/L,남,35~39세,73,51.4
감마지티피,U/L,남,35~39세,74,52.9
감마지티피,U/L,남,35~39세,75,54.4
감마지티피,U/L,남,35~39세,76,55.9
감마지티피,U/L,남,35~39세,77,57.3
감마지티피,U/L,남,35~39세,78,58.8
감마지티피,U/L,남,35~39세,79,60.3
감마지티피,U/L,남,35~39세,80,61.8
감마지티피,U/L,남,35~39세,81,63.3
감마지티피,U/L,남,35~39세,82,65.3
감마지티피,U/L,남,35~39세,83,67.9
감마지티피,U/L,남,35~39세,84,70.5
감마지티피,U/L,남,35~39세,85,73.2
감마지티피,U/L,남,35~39세,86,75.8
감마지티피,U/L,남,35~39세,87,78.7
감마지티피,U/L,남,35~39세,88,83.1
감마지티피,U/L,남,35~39세,89,87.6
감마지티피,U/L,남,35~39세,90,92
감마지티피,U/L,남,35~39세,91,96.5
감마지티피,U/L,남,35~39세,92,102.6
감마지티피,U/L,남,35~39세,93,114.8
감마지티피,U/L,남,35~39세,94,126.9
감마지티피,U/L,남,35~39세,95,139.1
감마지티피,U/L,남,35~39세,96,151.3
감마지티피,U/L,남,35~39세,97,163.5
감마지티피,U/L,남,35~39세,98,175.6
감마지티피,U/L,남,35~39세,99,187.8
감마지티피,U/L,남,35~39세,100,200
감마지티피,U/L,여,35~39세,1,4.9
감마지티피,U/L,여,35~39세,2,6.7
감마지티피,U/L,여,35~39세,3,8.1
감마지티피,U/L,여,35~39세,4,8.3
감마지티피,U/L,여,35~39세,5,8.4
감마지티피,U/L,여,35~39세,6,8.6
감마지티피,U/L,여,35~39세,7,8.8
감마지티피,U/L,여,35~39세,8,9
감마지티피,U/L,여,35~39세,9,9.2
감마지티피,U/L,여,35~39세,10,9.4
감마지티피,U/L,여,35~39세,11,9.6
감마지티피,U/L,여,35~39세,12,9.8
감마지티피,U/L,여,35~39세,13,10
감마지티피,U/L,여,35~39세,14,10.1
감마지티피,U/L,여,35~39세,15,10.3
감마지티피,U/L,여,35~39세,16,10.5
감마지티피,U/L,여,35~39세,17,10.7
감마지티피,U/L,여,35~39세,18,10.9
감마지티피,U/L,여,35~39세,19,11.2
감마지티피,U/L,여,35~39세,20,11.5
감마지티피,U/L,여,35~39세,21,11.9
감마지티피,U/L,여,35~39세,22,12.2
감마지티피,U/L,여,35~39세,23,12.5
감마지티피,U/L,여,35~39세,24,12.9
감마지티피,U/L,여,35~39세,25,13.2
감마지티피,U/L,여,35~39세,26,13.6
감마지티피,U/L,여,35~39세,27,13.9
감마지티피,U/L,여,35~39세,28,14.3
감마지티피,U/L,여,35~39세,29,14.6
감마지티피,U/L,여,35~39세,30,15
감마지티피,U/L,여,35~39세,31,15.3
감마지티피,U/L,여,35~39세,32,15.6
감마지티피,U/L,여,35~39세,33,16
감마지티피,U/L,여,35~39세,34,16.3
감마지티피,U/L,여,35~39세,35,16.7
감마지티피,U/L,여,35~39세,36,17
감마지티피,U/L,여,35~39세,37,17.4
감마지티피,U/L,여,35~39세,38,17.7
감마지티피,U/L,여,35~39세,39,18.1
감마지티피,U/L,여,35~39세,40,18.4
감마지티피,U/L,여,35~39세,41,18.7
감마지티피,U/L,여,35~39세,42,19.1
감마지티피,U/L,여,35~39세,43,19.4
감마지티피,U/L,여,35~39세,44,19.8
감마지티피,U/L,여,35~39세,45,20.1
감마지티피,U/L,여,35~39세,46,20.5
감마지티피,U/L,여,35~39세,47,20.8
감마지티피,U/L,여,35~39세,48,21.2
감마지티피,U/L,여,35~39세,49,21.5
감마지티피,U/L,여,35~39세,50,21.8
감마지티피,U/L,여,35~39세,51,22.2
감마지티피,U/L,여,35~39세,52,22.5
감마지티피,U/L,여,35~39세,53,22.9
감마지티피,U/L,여,35~39세,54,23.2
감마지티피,U/L,여,35~39세,55,23.6
감마지티피,U/L,여,35~39세,56,23.9
감마지티피,U/L,여,35~39세,57,24.3
감마지티피,U/L,여,35~39세,58,24.6
감마지티피,U/L,여,35~39세,59,24.9
감마지티피,U/L,여,35~39세,60,25.3
감마지티피,U/L,여,35~39세,61,25.6
감마지티피,U/L,여,35~39세,62,26
감마지티피,U/L,여,35~39세,63,26.3
감마지티피,U/L,여,35~39세,64,26.7
감마지티피,U/L,여,35~39세,65,27
감마지티피,U/L,여,35~39세,66,27.4
감마지티피,U/L,여,35~39세,67,27.7
감마지티피,U/L,여,35~39세,68,28
감마지티피,U/L,여,35~39세,69,28.4
감마지티피,U/L,여,35~39세,70,28.7
감마지티피,U/L,여,35~39세,71,29.1
감마지티피,U/L,여,35~39세,72,29.4
감마지티피,U/L,여,35~39세,73,29.8
감마지티피,U/L,여,35~39세,74,30.1
감마지티피,U/L,여,35~39세,75,30.5
감마지티피,U/L,여,35~39세,76,30.8
감마지티피,U/L,여,35~39세,77,31.1
감마지티피,U/L,여,35~39세,78,31.5
감마지티피,U/L,여,35~39세,79,31.8
감마지티피,U/L,여,35~39세,80,32.2
감마지티피,U/L,여,35~39세,81,32.5
감마지티피,U/L,여,35~39세,82,32.9
감마지티피,U/L,여,35~39세,83,33.2
감마지티피,U/L,여,35~39세,84,33.6
감마지티피,U/L,여,35~39세,85,33.9
감마지티피,U/L,여,35~39세,86,34.2
감마지티피,U/L,여,35~39세,87,34.6
감마지티피,U/L,여,35~39세,88,34.9
감마지티피,U/L,여,35~39세,89,35.3
감마지티피,U/L,여,35~39세,90,35.6
감마지티피,U/L,여,35~39세,91,36
감마지티피,U/L,여,35~39세,92,38.8
감마지티피,U/L,여,35~39세,93,41.8
감마지티피,U/L,여,35~39세,94,44.8
감마지티피,U/L,여,35~39세,95,50.2
감마지티피,U/L,여,35~39세,96,57
감마지티피,U/L,여,35~39세,97,63.8
감마지티피,U/L,여,35~39세,98,78.9
감마지티피,U/L,여,35~39세,99,119
감마지티피,U/L,여,35~39세,100,200
감마지티피,U/L,남,40~44세,1,11
감마지티피,U/L,남,40~44세,2,11.5
감마지티피,U/L,남,40~44세,3,12
감마지티피,U/L,남,40~44세,4,12.5
감마지티피,U/L,남,40~44세,5,13
감마지티피,U/L,남,40~44세,6,13.5
감마지티피,U/L,남,40~44세,7,13.9
감마지티피,U/L,남,40~44세,8,14.4
감마지티피,U/L,남,40~44세,9,14.9
감마지티피,U/L,남,40~44세,10,15.4
감마지티피,U/L,남,40~44세,11,15.9
감마지티피,U/L,남,40~44세,12,16.3
감마지티피,U/L,남,40~44세,13,16.8
감마지티피,U/L,남,40~44세,14,17.3
감마지티피,U/L,남,40~44세,15,17.8
감마지티피,U/L,남,40~44세,16,18.3
감마지티피,U/L,남,40~44세,17,18.8
감마지티피,U/L,남,40~44세,18,19.2
감마지티피,U/L,남,40~44세,19,19.7
감마지티피,U/L,남,40~44세,20,20.2
감마지티피,U/L,남,40~44세,21,20.7
감마지티피,U/L,남,40~44세,22,21.2
감마지티피,U/L,남,40~44세,23,21.7
감마지티피,U/L,남,40~44세,24,22.1
감마지티피,U/L,남,40~44세,25,22.6
감마지티피,U/L,남,40~44세,26,23.1
감마지티피,U/L,남,40~44세,27,23.6
감마지티피,U/L,남,40~44세,28,24.1
감마지티피,U/L,남,40~44세,29,24.6
감마지티피,U/L,남,40~44세,30,25
감마지티피,U/L,남,40~44세,31,25.5
감마지티피,U/L,남,40~44세,32,26
감마지티피,U/L,남,40~44세,33,26.5
감마지티피,U/L,남,40~44세,34,27
감마지티피,U/L,남,40~44세,35,27.5
감마지티피,U/L,남,40~44세,36,27.9
감마지티피,U/L,남,40~44세,37,28.4
감마지티피,U/L,남,40~44세,38,28.9
